datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.9738095238095239,0.956825396825397,0.9771825396825398,0.986111111111111,0.9805555555555555,0.9285052910052911,0.9841269841269842,0.9261904761904761,0.9690476190476192,0.9628968253968255
