datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.039999999999999994,0.9466666666666667,0.9,0.9533333333333334,0.9533333333333334,0.9533333333333334,0.9400000000000001,0.9333333333333333,0.8533333333333335,0.8533333333333333
