datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.9722222222222223,0.9549019607843139,0.977124183006536,0.9833333333333334,0.9777777777777779,0.9166666666666666,0.9833333333333334,0.9055555555555556,0.9666666666666668,0.9604575163398694
