datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.9644444444444445,0.9566666666666668,0.9188888888888892,0.9694444444444444,0.958888888888889,0.9583333333333334,0.9583333333333334,0.9415873015873016,0.8676984126984127,0.9213095238095239
