datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.8642171717171717,0.8547474747474746,0.7578535353535354,0.8469444444444445,0.6792676767676767,0.6859848484848485,0.8465909090909092,0.8257070707070706,0.698712121212121,0.691868686868687
