datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.9113035113035112,0.9620083620083619,0.9833514633514634,0.9884796684796685,0.9729731706202294,0.8873362149832739,0.9892773892773892,0.8872916021600232,0.9720668220668219,0.9718414918414918
