datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.9525757575757575,0.9458417508417508,0.9050168350168348,0.9593097643097643,0.9528619528619527,0.9452861952861952,0.9591750841750841,0.9524410774410773,0.8416836866836868,0.8184826284826284
