datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.8399999999999999,0.9466666666666667,0.9,0.9666666666666666,0.9533333333333334,0.9400000000000001,0.9400000000000001,0.9533333333333334,0.86,0.9266666666666667
