datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.6848549033980571,0.7038174545170075,0.7404992516831913,0.7246299005839719,0.7245119409790257,0.6745511594969115,0.7129503648066048,0.7244332557810116,0.7083311570733799,0.6634766768451626
