datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.8742415917415917,0.8702827727827727,0.7567162004662005,0.868573371073371,0.7207578287725347,0.704996114996115,0.8567629592629593,0.8397562160062162,0.6905701243201243,0.7720697358197358
