datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.7002251156421203,0.7119398033149666,0.7689184900858411,0.7509684255849218,0.7361383862288091,0.67824987354299,0.73150157134302,0.7371331230500852,0.7084133674918144,0.675477841018657
