datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.8292318792318791,0.9462626262626262,0.8982491582491582,0.9663299663299663,0.9525757575757575,0.9395286195286194,0.9395286195286194,0.952996632996633,0.857171717171717,0.9255723905723905
