datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.7332023239917977,0.7358339029391661,0.7787252221462747,0.7566302118933698,0.7514012303485987,0.7019309637730691,0.7696514012303487,0.7461893369788107,0.730434039644566,0.6785030758714969
