datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.7161995898838005,0.7318010936431989,0.7760252904989747,0.7643540669856459,0.7604408749145593,0.7199589883800409,0.76555023923445,0.7694292549555707,0.7292720437457281,0.6941387559808613
