datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.9761904761904763,0.961904761904762,0.9904761904761905,0.9885714285714287,0.9746031746031747,0.894047619047619,0.9801587301587302,0.8738492063492064,0.9714285714285715,0.96984126984127
