datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.7252904989747095,0.7382604237867396,0.7786568694463432,0.7656869446343132,0.7566302118933699,0.7044600136705401,0.75134996582365,0.7565276828434724,0.7266917293233083,0.696531100478469
