datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.9149076849076849,0.9561963961963962,0.9833514633514634,0.9818374218374218,0.9721436896436897,0.8787447791859556,0.9834432234432235,0.8868896634840906,0.9712147112147111,0.9592059792059793
